date,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,OT
2002-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-30,1.22262,582.0,23.435616438356163,524.0,805.0,6.178082191780822,149.0,2060.0,754.0,176569.0,1.16668
2002-10-07,1.33344,683.0,46.87123287671233,585.0,872.0,12.356164383561644,127.0,2267.0,785.0,186355.0,1.2165
2002-10-14,1.31929,642.0,70.30684931506849,543.0,878.0,18.534246575342465,113.0,2176.0,831.0,192469.0,1.13057
2002-10-21,1.49484,728.0,93.74246575342465,672.0,1045.0,24.71232876712329,154.0,2599.0,863.0,207512.0,1.25246
2002-10-28,1.47195,823.0,117.17808219178082,741.0,1189.0,30.890410958904113,154.0,2907.0,909.0,223208.0,1.30237
2002-11-04,1.58094,887.0,140.61369863013698,886.0,1272.0,37.06849315068493,180.0,3225.0,930.0,229454.0,1.40551
2002-11-11,1.49426,851.0,164.04931506849314,898.0,1173.0,43.24657534246575,175.0,3097.0,923.0,223712.0,1.38437
2002-11-18,1.40569,802.0,187.4849315068493,817.0,1166.0,49.42465753424658,182.0,2967.0,922.0,223818.0,1.32563
2002-11-25,1.6141,834.0,210.92054794520547,711.0,978.0,55.6027397260274,186.0,2709.0,918.0,188814.0,1.43475
2002-12-02,1.45967,857.0,234.35616438356163,869.0,1117.0,61.780821917808225,206.0,3049.0,937.0,243078.0,1.25433
2002-12-09,1.59896,804.0,257.79178082191777,792.0,1179.0,67.95890410958904,182.0,2957.0,928.0,235136.0,1.25757
2002-12-16,2.16697,951.0,281.22739726027396,849.0,1404.0,74.13698630136986,212.0,3416.0,908.0,216179.0,1.58017
2002-12-23,2.57842,915.0,304.66301369863015,828.0,937.0,80.31506849315069,177.0,2857.0,865.0,144287.0,1.98008
2002-12-30,2.38636,1028.0,328.0986301369863,962.0,1019.0,86.4931506849315,251.0,3260.0,879.0,171193.0,1.90428
2003-01-06,1.73621,1068.0,351.5342465753424,1091.0,1296.0,92.67123287671234,274.0,3729.0,926.0,234513.0,1.5901
2003-01-13,2.06296,1154.0,374.9698630136986,1011.0,1798.0,98.84931506849315,241.0,4204.0,902.0,231550.0,1.81559
2003-01-20,2.58113,1373.0,398.4054794520548,1104.0,2998.0,105.02739726027397,221.0,5696.0,927.0,235566.0,2.41801
2003-01-27,2.93909,1411.0,421.84109589041094,1322.0,4064.0,111.2054794520548,282.0,7079.0,884.0,246969.0,2.86635
2003-02-03,3.22539,1606.0,445.2767123287671,1421.0,4447.0,117.38356164383562,308.0,7782.0,889.0,245751.0,3.16662
2003-02-10,3.06982,1568.0,468.71232876712327,1566.0,4224.0,123.56164383561645,291.0,7649.0,903.0,253656.0,3.0155
2003-02-17,3.20044,1694.0,492.14794520547946,1537.0,3689.0,129.73972602739727,308.0,7228.0,871.0,241110.0,2.9978
2003-02-24,2.44888,1336.0,515.5835616438355,1400.0,2583.0,135.91780821917808,287.0,5606.0,857.0,241683.0,2.31957
2003-03-03,2.1344,1015.0,539.0191780821917,1085.0,2103.0,142.0958904109589,247.0,4450.0,839.0,228549.0,1.94707
2003-03-10,1.99866,880.0,562.4547945205479,987.0,1669.0,148.27397260273972,274.0,3810.0,835.0,220250.0,1.72985
2003-03-17,1.93849,737.0,585.8904109589041,773.0,1321.0,154.45205479452056,156.0,2987.0,795.0,196724.0,1.51837
2003-03-24,1.41293,624.0,609.3260273972603,640.0,1016.0,160.63013698630138,159.0,2439.0,775.0,198913.0,1.22616
2003-03-31,1.23472,506.0,632.7616438356164,541.0,846.0,166.8082191780822,135.0,2028.0,741.0,192349.0,1.05433
2003-04-07,1.20005,569.0,656.1972602739726,551.0,799.0,172.986301369863,163.0,2082.0,735.0,194383.0,1.07108
2003-04-14,0.910135,440.0,679.6328767123288,382.0,539.0,179.16438356164383,106.0,1467.0,669.0,177577.0,0.82612
2003-04-21,0.932265,429.0,703.0684931506848,394.0,508.0,185.34246575342468,114.0,1445.0,682.0,176111.0,0.820505
2003-04-28,0.692175,275.0,726.504109589041,272.0,444.0,191.5205479452055,84.0,1075.0,655.0,170406.0,0.630846
2003-05-05,0.669406,215.0,749.9397260273972,245.0,471.0,197.6986301369863,74.0,1005.0,613.0,157191.0,0.63935
2003-05-12,0.727705,248.0,773.3753424657534,235.0,283.0,203.87671232876713,70.0,836.0,547.0,142514.0,0.586609
2003-05-19,0.717701,264.0,796.8109589041096,169.0,262.0,210.05479452054794,45.0,740.0,406.0,95728.0,0.773024
2003-05-26,0.789394,213.0,820.2465753424657,179.0,205.0,216.2328767123288,44.0,641.0,393.0,81063.0,0.790743
2003-06-02,0.722129,201.0,843.6821917808219,133.0,195.0,222.4109589041096,34.0,563.0,344.0,79090.0,0.711847
2003-06-09,0.591326,198.0,867.1178082191781,180.0,187.0,228.58904109589042,55.0,620.0,341.0,78023.0,0.794637
2003-06-16,0.52307,139.0,890.5534246575342,127.0,123.0,234.76712328767124,34.0,423.0,322.0,72110.0,0.586604
2003-06-23,0.450236,122.0,913.9890410958903,163.0,124.0,240.94520547945206,32.0,441.0,322.0,71593.0,0.615982
2003-06-30,0.397421,109.0,937.4246575342465,94.0,91.0,247.1232876712329,24.0,318.0,310.0,64699.0,0.491507
2003-07-07,0.448002,137.0,960.8602739726027,120.0,141.0,253.30136986301372,43.0,441.0,308.0,72972.0,0.604341
2003-07-14,0.474767,98.0,984.2958904109589,116.0,98.0,259.47945205479454,53.0,365.0,301.0,69593.0,0.524478
2003-07-21,0.453251,112.0,1007.731506849315,121.0,139.0,265.6575342465754,48.0,420.0,302.0,71103.0,0.590692
2003-07-28,0.352158,100.0,1031.167123287671,102.0,120.0,271.83561643835617,39.0,361.0,290.0,71466.0,0.505135
2003-08-04,0.525322,136.0,1054.6027397260273,136.0,125.0,278.013698630137,46.0,443.0,295.0,69844.0,0.634271
2003-08-11,0.492991,120.0,1078.0383561643835,133.0,131.0,284.1917808219178,37.0,421.0,283.0,69003.0,0.610118
2003-08-18,0.542728,159.0,1101.4739726027397,120.0,144.0,290.36986301369865,27.0,450.0,277.0,70178.0,0.641227
2003-08-25,0.490347,166.0,1124.9095890410958,112.0,155.0,296.54794520547944,30.0,463.0,276.0,70000.0,0.661429
2003-09-01,0.735914,177.0,1148.345205479452,124.0,182.0,302.7260273972603,36.0,519.0,271.0,65474.0,0.792681
2003-09-08,0.581771,145.0,1171.7808219178082,122.0,184.0,308.9041095890411,24.0,475.0,267.0,74328.0,0.639059
2003-09-15,0.654162,136.0,1195.2164383561644,116.0,183.0,315.0821917808219,26.0,461.0,264.0,72401.0,0.636732
2003-09-22,0.749504,135.0,1218.6520547945206,143.0,221.0,321.26027397260276,34.0,533.0,268.0,71273.0,0.747829
2003-09-29,0.884021,808.0,1242.0876712328766,607.0,881.0,327.43835616438355,146.0,2442.0,830.0,254144.0,0.960873
2003-10-06,1.02773,913.0,1265.5232876712328,696.0,1132.0,333.6164383561644,191.0,2932.0,931.0,281045.0,1.04325
2003-10-13,1.28296,878.0,1288.958904109589,811.0,1147.0,339.79452054794524,195.0,3031.0,974.0,287436.0,1.0545
2003-10-20,1.32661,1006.0,1312.3945205479451,884.0,1369.0,345.972602739726,216.0,3475.0,1007.0,312412.0,1.11231
2003-10-27,1.77304,1207.0,1335.8301369863013,1127.0,2080.0,352.1506849315069,276.0,4690.0,1074.0,331980.0,1.41274
2003-11-03,2.43814,1542.0,1359.2657534246575,1249.0,2735.0,358.32876712328766,264.0,5790.0,1111.0,335258.0,1.72703
2003-11-10,2.72605,2185.0,1382.7013698630137,1757.0,4133.0,364.5068493150685,310.0,8385.0,1141.0,348359.0,2.407
2003-11-17,3.73192,2561.0,1406.1369863013697,2425.0,5684.0,370.68493150684935,471.0,11141.0,1129.0,358275.0,3.10962
2003-11-24,4.54894,3247.0,1429.5726027397259,2890.0,4933.0,376.86301369863014,672.0,11742.0,1118.0,272576.0,4.30779
2003-12-01,5.39906,4734.0,1453.008219178082,5330.0,7817.0,383.041095890411,1067.0,18948.0,1189.0,392274.0,4.8303
2003-12-08,7.38735,6620.0,1476.4438356164383,5573.0,11550.0,389.2191780821918,1219.0,24962.0,1173.0,388269.0,6.42905
2003-12-15,7.48097,6434.0,1499.8794520547945,5906.0,9851.0,395.3972602739726,1508.0,23699.0,1148.0,345097.0,6.86734
2003-12-22,7.62797,5336.0,1523.3150684931506,4517.0,5231.0,401.57534246575347,1331.0,16415.0,1122.0,232344.0,7.06496
2003-12-29,4.0159,2660.5,1546.7506849315068,3216.0,2596.5,407.75342465753425,994.0,9467.0,1149.5,281670.5,3.48474
2004-01-05,2.10429,1679.0,1570.186301369863,1586.0,1857.0,413.9315068493151,461.0,5583.0,1141.0,308614.0,1.80906
2004-01-12,1.88696,1721.0,1593.6219178082192,1276.0,1604.0,420.1095890410959,360.0,4961.0,1084.0,289774.0,1.71202
2004-01-19,1.7766,1487.0,1617.0575342465752,1067.0,1543.0,426.28767123287673,339.0,4436.0,1071.0,287586.0,1.5425
2004-01-26,1.46001,1454.0,1640.4931506849314,1047.0,1448.0,432.4657534246576,302.0,4251.0,1054.0,295646.0,1.43787
2004-02-02,1.37787,1420.0,1663.9287671232876,889.0,1297.0,438.64383561643837,218.0,3824.0,986.0,288762.0,1.32427
2004-02-09,1.30532,1301.0,1687.3643835616438,876.0,1255.0,444.8219178082192,259.0,3691.0,1004.0,282347.0,1.30726
2004-02-16,1.08691,956.0,1710.8,719.0,1038.0,451.0,203.0,2916.0,948.0,281202.0,1.03698
2004-02-23,0.991888,925.0,1734.2356164383561,682.0,910.0,457.17808219178085,227.0,2744.0,894.0,271597.0,1.01032
2004-03-01,1.02765,878.0,1757.6712328767123,764.0,888.0,463.3561643835617,178.0,2708.0,897.0,257294.0,1.05249
2004-03-08,1.0579,730.0,1781.1068493150683,756.0,826.0,469.5342465753425,175.0,2487.0,849.0,243802.0,1.02009
2004-03-15,0.849361,760.0,1804.5424657534245,628.0,733.0,475.7123287671233,179.0,2300.0,859.0,248805.0,0.924419
2004-03-22,0.747127,610.0,1827.9780821917807,495.0,611.0,481.8904109589041,142.0,1858.0,828.0,234998.0,0.790645
2004-03-29,0.661708,583.0,1851.4136986301369,440.0,566.0,488.06849315068496,116.0,1705.0,774.0,212432.0,0.80261
2004-04-05,0.679514,545.0,1874.849315068493,500.0,573.0,494.2465753424658,131.0,1749.0,755.0,209178.0,0.83613
2004-04-12,0.633071,501.0,1898.2849315068493,461.0,511.0,500.4246575342466,142.0,1615.0,679.0,203802.0,0.792436
2004-04-19,0.569894,470.0,1921.7205479452055,349.0,404.0,506.60273972602744,108.0,1331.0,658.0,194708.0,0.683588
2004-04-26,0.591357,435.0,1945.1561643835616,383.0,491.0,512.7808219178082,85.0,1394.0,629.0,184038.0,0.757452
2004-05-03,0.589044,449.0,1968.5917808219178,361.0,443.0,518.9589041095891,74.0,1327.0,599.0,168276.0,0.788585
2004-05-10,0.67864,451.0,1992.0273972602738,337.0,380.0,525.1369863013699,94.0,1262.0,553.0,155386.0,0.812171
2004-05-17,0.637558,375.0,2015.46301369863,280.0,349.0,531.3150684931508,66.0,1070.0,463.0,133008.0,0.804463
2004-05-24,0.813309,391.0,2038.8986301369862,289.0,308.0,537.4931506849315,73.0,1061.0,452.0,120884.0,0.877701
2004-05-31,0.834551,355.0,2062.334246575342,257.0,309.0,543.6712328767123,66.0,987.0,443.0,133117.0,0.741453
2004-06-07,0.616174,307.0,2085.7698630136983,258.0,240.0,549.8493150684932,46.0,851.0,426.0,128740.0,0.661022
2004-06-14,0.513286,277.0,2109.2054794520545,245.0,284.0,556.027397260274,81.0,887.0,423.0,124037.0,0.715109
2004-06-21,0.351881,238.0,2132.6410958904107,215.0,183.0,562.2054794520549,62.0,698.0,408.0,124146.0,0.562241
2004-06-28,0.542621,233.0,2156.076712328767,210.0,205.0,568.3835616438356,62.0,710.0,381.0,90238.0,0.786808
2004-07-05,0.581036,249.0,2179.512328767123,227.0,280.0,574.5616438356165,80.0,836.0,378.0,97135.0,0.860658
2004-07-12,0.495486,259.0,2202.9479452054793,162.0,200.0,580.7397260273973,38.0,659.0,370.0,95515.0,0.689944
2004-07-19,0.61209,260.0,2226.3835616438355,189.0,230.0,586.9178082191781,40.0,719.0,363.0,92216.0,0.779691
2004-07-26,0.531491,213.0,2249.8191780821917,225.0,235.0,593.0958904109589,60.0,733.0,345.0,116693.0,0.628144
2004-08-02,0.519987,243.0,2273.254794520548,247.0,256.0,599.2739726027397,63.0,809.0,334.0,89644.0,0.902459
2004-08-09,0.574476,256.0,2296.690410958904,200.0,256.0,605.4520547945206,58.0,770.0,335.0,95481.0,0.806443
2004-08-16,0.663175,259.0,2320.1260273972603,231.0,265.0,611.6301369863014,44.0,799.0,333.0,91326.0,0.874888
2004-08-23,0.614691,279.0,2343.5616438356165,252.0,358.0,617.8082191780823,71.0,960.0,326.0,96656.0,0.993213
2004-08-30,0.656823,281.0,2366.9972602739726,263.0,309.0,623.986301369863,60.0,913.0,337.0,104207.0,0.876141
2004-09-06,0.723016,342.0,2390.432876712329,299.0,413.0,630.1643835616438,68.0,1122.0,341.0,118343.0,0.948092
2004-09-13,0.691857,322.0,2413.868493150685,268.0,416.0,636.3424657534247,83.0,1089.0,336.0,117483.0,0.926943
2004-09-20,0.782758,333.0,2437.304109589041,319.0,382.0,642.5205479452055,82.0,1116.0,364.0,114857.0,0.971643
2004-09-27,0.982275,877.0,2460.739726027397,853.0,1256.0,648.6986301369864,185.0,3171.0,1176.0,353449.0,0.897159
2004-10-04,1.01821,1071.0,2484.175342465753,971.0,1373.0,654.8767123287671,216.0,3631.0,1187.0,355116.0,1.02248
2004-10-11,1.1768,1240.0,2507.6109589041093,1019.0,1534.0,661.054794520548,226.0,4019.0,1267.0,378094.0,1.06296
2004-10-18,1.30121,1190.0,2531.0465753424655,1223.0,1671.0,667.2328767123288,285.0,4369.0,1293.0,380921.0,1.14696
2004-10-25,1.27746,1327.0,2554.4821917808217,1215.0,1718.0,673.4109589041096,291.0,4551.0,1302.0,377692.0,1.20495
2004-11-01,1.40387,1497.0,2577.917808219178,1279.0,1874.0,679.5890410958905,319.0,4969.0,1344.0,380718.0,1.30517
2004-11-08,1.40301,1531.0,2601.353424657534,1279.0,1874.0,685.7671232876712,299.0,4983.0,1336.0,387182.0,1.28699
2004-11-15,1.73975,1490.0,2624.7890410958903,1274.0,1678.0,691.945205479452,271.0,4713.0,1341.0,295546.0,1.59468
2004-11-22,1.56894,1538.0,2648.2246575342465,1434.0,2059.0,698.1232876712329,376.0,5407.0,1369.0,387004.0,1.39714
2004-11-29,1.65927,1551.0,2671.6602739726027,1450.0,2052.0,704.3013698630137,375.0,5428.0,1346.0,374356.0,1.44996
2004-12-06,1.81341,1670.0,2695.095890410959,1643.0,2071.0,710.4794520547946,371.0,5755.0,1379.0,355806.0,1.61745
2004-12-13,2.37626,1856.0,2718.531506849315,1608.0,1807.0,716.6575342465753,418.0,5689.0,1288.0,259639.0,2.19112
2004-12-20,2.77052,2252.0,2741.9671232876713,2413.0,1993.0,722.8356164383562,621.0,7279.0,1332.0,283617.0,2.56649
2004-12-27,2.40064,2010.0,2765.4027397260274,2869.0,2450.0,729.013698630137,712.0,8041.0,1383.0,369455.0,2.17645
2005-01-03,2.54155,2188.0,2788.8383561643836,2542.0,2982.0,735.1917808219179,611.0,8323.0,1342.0,378024.0,2.20171
2005-01-10,2.85871,2199.0,2812.2739726027394,2839.0,3682.0,741.3698630136987,608.0,9328.0,1348.0,368678.0,2.53012
2005-01-17,3.55011,2747.0,2835.7095890410956,3586.0,5364.0,747.5479452054794,725.0,12422.0,1334.0,405254.0,3.06524
2005-01-24,4.58591,3086.0,2859.1452054794518,4498.0,7650.0,753.7260273972603,958.0,16192.0,1303.0,406772.0,3.98061
2005-01-31,5.05809,3626.0,2882.580821917808,5757.0,8854.0,759.9041095890411,1132.0,19369.0,1324.0,421461.0,4.59568
2005-02-07,5.44151,3834.0,2906.016438356164,6515.0,8400.0,766.082191780822,1182.0,19931.0,1330.0,419426.0,4.75197
2005-02-14,4.4729,3720.0,2929.4520547945203,5125.0,6759.0,772.2602739726028,1026.0,16630.0,1280.0,397883.0,4.17962
2005-02-21,3.6752,2997.0,2952.8876712328765,4058.0,5343.0,778.4383561643835,836.0,13234.0,1268.0,383196.0,3.45359
2005-02-28,3.3353,2728.0,2976.3232876712327,3634.0,4494.0,784.6164383561644,745.0,11601.0,1227.0,367292.0,3.15852
2005-03-07,2.76224,2416.0,2999.758904109589,2969.0,3513.0,790.7945205479452,604.0,9502.0,1185.0,355454.0,2.6732
2005-03-14,2.46844,2145.0,3023.194520547945,2434.0,2771.0,796.9726027397261,550.0,7900.0,1148.0,335940.0,2.35161
2005-03-21,2.00081,1827.0,3046.6301369863013,1979.0,2133.0,803.1506849315069,390.0,6329.0,1103.0,334438.0,1.89243
2005-03-28,1.54319,1422.0,3070.0657534246575,1327.0,1737.0,809.3287671232877,330.0,4816.0,1048.0,315823.0,1.5249
2005-04-04,1.50195,1356.0,3093.5013698630137,1169.0,1603.0,815.5068493150685,317.0,4445.0,1000.0,314948.0,1.41134
2005-04-11,1.22918,1096.0,3116.93698630137,954.0,1469.0,821.6849315068494,306.0,3825.0,978.0,305833.0,1.25068
2005-04-18,1.21854,1117.0,3140.372602739726,894.0,1411.0,827.8630136986302,224.0,3646.0,971.0,302065.0,1.20702
2005-04-25,1.15832,903.0,3163.8082191780823,762.0,1136.0,834.041095890411,189.0,2990.0,923.0,277120.0,1.07895
2005-05-02,1.249,979.0,3187.2438356164384,710.0,1115.0,840.2191780821918,208.0,3012.0,878.0,263009.0,1.14521
2005-05-09,1.16888,805.0,3210.679452054794,600.0,926.0,846.3972602739726,200.0,2531.0,825.0,238494.0,1.06124
2005-05-16,1.07888,687.0,3234.1150684931504,518.0,695.0,852.5753424657535,156.0,2056.0,687.0,194550.0,1.0568
2005-05-23,1.23059,693.0,3257.5506849315066,568.0,678.0,858.7534246575343,160.0,2099.0,637.0,167661.0,1.25193
2005-05-30,1.14747,548.0,3280.9863013698628,462.0,594.0,864.9315068493152,140.0,1744.0,603.0,171960.0,1.01419
2005-06-06,1.00254,573.0,3304.421917808219,409.0,507.0,871.1095890410959,125.0,1614.0,582.0,154899.0,1.04197
2005-06-13,0.957569,580.0,3327.857534246575,431.0,507.0,877.2876712328767,110.0,1628.0,587.0,170645.0,0.954027
2005-06-20,0.894837,497.0,3351.2931506849313,326.0,452.0,883.4657534246576,84.0,1359.0,550.0,160216.0,0.84823
2005-06-27,0.798205,426.0,3374.7287671232875,313.0,390.0,889.6438356164384,69.0,1198.0,533.0,142302.0,0.841872
2005-07-04,0.757812,389.0,3398.1643835616437,323.0,361.0,895.8219178082193,75.0,1148.0,524.0,157068.0,0.730894
2005-07-11,0.825963,333.0,3421.6,303.0,364.0,902.0,68.0,1068.0,507.0,149699.0,0.713432
2005-07-18,0.744927,328.0,3445.035616438356,279.0,327.0,908.1780821917808,56.0,990.0,492.0,147612.0,0.670677
2005-07-25,0.787049,331.0,3468.4712328767123,267.0,326.0,914.3561643835617,58.0,982.0,488.0,142468.0,0.689278
2005-08-01,0.684724,319.0,3491.9068493150685,297.0,350.0,920.5342465753425,57.0,1023.0,479.0,145121.0,0.704929
2005-08-08,0.747361,330.0,3515.3424657534247,225.0,326.0,926.7123287671234,47.0,928.0,480.0,150673.0,0.615903
2005-08-15,0.673974,292.0,3538.778082191781,265.0,311.0,932.8904109589041,54.0,922.0,428.0,151290.0,0.609426
2005-08-22,0.869662,342.0,3562.2136986301366,273.0,367.0,939.068493150685,51.0,1033.0,420.0,151854.0,0.680259
2005-08-29,0.899529,338.0,3585.649315068493,264.0,396.0,945.2465753424658,63.0,1061.0,416.0,136817.0,0.775488
2005-09-05,0.854635,302.0,3609.084931506849,289.0,383.0,951.4246575342466,52.0,1026.0,408.0,150127.0,0.683421
2005-09-12,1.01123,368.0,3632.520547945205,285.0,516.0,957.6027397260275,50.0,1219.0,419.0,156067.0,0.781075
2005-09-19,0.977808,381.0,3655.9561643835614,276.0,484.0,963.7808219178082,63.0,1204.0,447.0,149205.0,0.806943
2005-09-26,1.17778,1172.0,3679.3917808219176,924.0,1256.0,969.9589041095891,234.0,3586.0,1113.0,333164.0,1.07635
2005-10-03,1.21947,1285.0,3702.8273972602738,853.0,1247.0,976.1369863013699,197.0,3582.0,1160.0,338343.0,1.05869
2005-10-10,1.3069,1393.0,3726.26301369863,992.0,1525.0,982.3150684931508,212.0,4122.0,1216.0,369609.0,1.11523
2005-10-17,1.33931,1439.0,3749.698630136986,997.0,1599.0,988.4931506849316,213.0,4248.0,1237.0,377999.0,1.12381
2005-10-24,1.58374,1639.0,3773.1342465753423,1190.0,1894.0,994.6712328767123,282.0,5005.0,1280.0,398840.0,1.25489
2005-10-31,1.47072,1563.0,3796.5698630136985,1251.0,1929.0,1000.8493150684932,295.0,5038.0,1272.0,376924.0,1.33661
2005-11-07,1.6112,1679.0,3820.0054794520547,1331.0,1951.0,1007.027397260274,315.0,5276.0,1277.0,382697.0,1.37864
2005-11-14,1.82699,1666.0,3843.441095890411,1249.0,1593.0,1013.2054794520549,294.0,4802.0,1301.0,298578.0,1.60829
2005-11-21,1.77482,1858.0,3866.876712328767,1583.0,2176.0,1019.3835616438356,349.0,5966.0,1325.0,402264.0,1.48311
2005-11-28,1.94451,1987.0,3890.3123287671233,1534.0,2463.0,1025.5616438356165,387.0,6371.0,1328.0,385248.0,1.65374
2005-12-05,2.35512,2241.0,3913.7479452054795,1997.0,3063.0,1031.7397260273974,396.0,7697.0,1318.0,383548.0,2.00679
2005-12-12,3.10878,2696.0,3937.1835616438357,2293.0,3058.0,1037.9178082191781,530.0,8577.0,1287.0,333921.0,2.56857
2005-12-19,3.28238,2678.0,3960.6191780821914,2882.0,2561.0,1044.0958904109589,721.0,8842.0,1273.0,289638.0,3.05278
2005-12-26,2.62914,2422.0,3984.0547945205476,2817.0,2366.0,1050.2739726027398,734.0,8339.0,1319.0,343871.0,2.42504
2006-01-02,2.2515,2272.0,4007.490410958904,2155.0,2921.0,1056.4520547945206,534.0,7882.0,1339.0,393716.0,2.00195
2006-01-09,2.35858,2249.0,4030.92602739726,1999.0,3150.0,1062.6301369863015,460.0,7858.0,1297.0,381699.0,2.05869
2006-01-16,2.41881,2643.0,4054.361643835616,2281.0,3646.0,1068.8082191780823,544.0,9114.0,1331.0,411882.0,2.21277
2006-01-23,2.52752,2612.0,4077.7972602739724,2288.0,4153.0,1074.986301369863,498.0,9551.0,1320.0,411291.0,2.3222
2006-01-30,2.64954,2754.0,4101.232876712329,2543.0,4593.0,1081.164383561644,537.0,10427.0,1311.0,418286.0,2.49279
2006-02-06,3.12935,2624.0,4124.668493150684,2992.0,4979.0,1087.3424657534247,631.0,11226.0,1288.0,401661.0,2.79489
2006-02-13,3.12442,2753.0,4148.1041095890405,3073.0,5284.0,1093.5205479452056,791.0,11901.0,1288.0,400827.0,2.96911
2006-02-20,3.13099,2579.0,4171.539726027397,2989.0,5008.0,1099.6986301369864,767.0,11343.0,1275.0,399459.0,2.83959
2006-02-27,3.08261,2564.0,4194.975342465753,2913.0,5106.0,1105.876712328767,678.0,11261.0,1257.0,405365.0,2.77799
2006-03-06,2.64431,2330.0,4218.410958904109,2231.0,4154.0,1112.054794520548,607.0,9322.0,1241.0,376971.0,2.47287
2006-03-13,2.42295,1895.0,4241.846575342465,1919.0,3709.0,1118.2328767123288,541.0,8064.0,1217.0,369804.0,2.18061
2006-03-20,2.31141,1697.0,4265.282191780821,1745.0,3393.0,1124.4109589041097,478.0,7313.0,1165.0,362605.0,2.0168
2006-03-27,1.86383,1437.0,4288.717808219178,1299.0,2660.0,1130.5890410958905,342.0,5738.0,1133.0,349662.0,1.64101
2006-04-03,1.44943,1181.0,4312.153424657534,1067.0,2014.0,1136.7671232876712,285.0,4547.0,1087.0,334760.0,1.35829
2006-04-10,1.30227,959.0,4335.58904109589,873.0,1479.0,1142.9452054794522,239.0,3550.0,1045.0,310641.0,1.1428
2006-04-17,1.13459,836.0,4359.024657534246,779.0,1382.0,1149.123287671233,180.0,3177.0,1017.0,305389.0,1.04031
2006-04-24,1.06255,745.0,4382.460273972602,637.0,1208.0,1155.3013698630139,190.0,2780.0,958.0,288278.0,0.964347
2006-05-01,1.03428,745.0,4405.895890410959,621.0,1039.0,1161.4794520547946,187.0,2592.0,919.0,276338.0,0.937982
2006-05-08,1.01791,715.0,4429.331506849315,582.0,969.0,1167.6575342465753,162.0,2428.0,877.0,256267.0,0.947449
2006-05-15,0.918151,699.0,4452.767123287671,452.0,764.0,1173.8356164383563,146.0,2061.0,783.0,231075.0,0.891918
2006-05-22,0.93099,572.0,4476.202739726027,404.0,561.0,1180.013698630137,108.0,1645.0,649.0,190252.0,0.864643
2006-05-29,0.857294,754.0,4499.638356164383,564.0,626.0,1186.1917808219177,131.0,2075.0,635.0,213847.0,0.97032
2006-06-05,0.786294,514.0,4523.07397260274,388.0,447.0,1192.3698630136987,81.0,1430.0,615.0,169353.0,0.84439
2006-06-12,0.719426,463.0,4546.509589041096,328.0,409.0,1198.5479452054794,100.0,1300.0,610.0,167770.0,0.77487
2006-06-19,0.718868,466.0,4569.945205479452,323.0,390.0,1204.7260273972604,92.0,1271.0,572.0,154741.0,0.821372
2006-06-26,0.774807,437.0,4593.380821917808,305.0,402.0,1210.9041095890411,71.0,1215.0,565.0,139216.0,0.872745
2006-07-03,0.76598,549.0,4616.816438356164,449.0,511.0,1217.0821917808219,108.0,1617.0,577.0,175259.0,0.922635
2006-07-10,0.642809,541.0,4640.2520547945205,460.0,440.0,1223.2602739726028,112.0,1553.0,564.0,172654.0,0.899487
2006-07-17,0.622033,502.0,4663.687671232877,422.0,403.0,1229.4383561643835,128.0,1455.0,564.0,172581.0,0.843082
2006-07-24,0.616326,508.0,4687.123287671233,402.0,430.0,1235.6164383561645,88.0,1428.0,551.0,161937.0,0.881824
2006-07-31,0.685694,473.0,4710.558904109589,383.0,435.0,1241.7945205479452,82.0,1373.0,547.0,168024.0,0.817145
2006-08-07,0.622697,510.0,4733.994520547945,390.0,466.0,1247.972602739726,91.0,1457.0,536.0,167183.0,0.8715
2006-08-14,0.611817,404.0,4757.4301369863015,279.0,379.0,1254.150684931507,76.0,1138.0,503.0,154071.0,0.738621
2006-08-21,0.638831,398.0,4780.865753424658,292.0,457.0,1260.3287671232877,77.0,1224.0,488.0,153390.0,0.797966
2006-08-28,0.806627,492.0,4804.301369863014,396.0,506.0,1266.5068493150686,69.0,1463.0,491.0,144289.0,1.01394
2006-09-04,0.762448,446.0,4827.73698630137,361.0,521.0,1272.6849315068494,78.0,1406.0,487.0,159603.0,0.880936
2006-09-11,0.813406,511.0,4851.172602739726,362.0,534.0,1278.86301369863,80.0,1487.0,455.0,157627.0,0.943366
2006-09-18,0.807934,476.0,4874.608219178082,364.0,512.0,1285.041095890411,81.0,1433.0,469.0,160732.0,0.891546
2006-09-25,1.15384,1434.0,4898.043835616438,1116.0,1699.0,1291.2191780821918,264.0,4513.0,1323.0,375076.0,1.20322
2006-10-02,1.14819,1278.0,4921.479452054794,992.0,1602.0,1297.3972602739727,200.0,4072.0,1361.0,384920.0,1.05788
2006-10-09,1.22736,1543.0,4944.91506849315,1099.0,1830.0,1303.5753424657535,265.0,4737.0,1425.0,419005.0,1.13054
2006-10-16,1.21744,1582.0,4968.350684931506,1086.0,1996.0,1309.7534246575342,224.0,4888.0,1445.0,434287.0,1.12552
2006-10-23,1.32813,1672.0,4991.7863013698625,1157.0,2270.0,1315.9315068493152,281.0,5380.0,1473.0,445334.0,1.20808
