date,value_1,value_2,value_3,value_4,value_5,OT
2008-08-19,42.93,21.17,9.73,2.59,0.64,57.07
2008-08-26,44.59,19.47,7.72,1.61,0.12,55.41
2008-09-02,43.67,20.1,6.88,1.32,0.12,56.33
2008-09-09,40.41,19.07,6.63,1.21,0.12,59.59
2008-09-16,40.82,18.4,6.34,1.17,0.12,59.18
2008-09-23,41.35,19.22,6.82,1.28,0.15,58.65
2008-09-30,42.87,19.82,7.49,1.56,0.15,57.13
2008-10-07,42.34,19.48,7.6,1.47,0.15,57.66
2008-10-14,39.53,17.78,7.59,1.47,0.1,60.47
2008-10-21,40.9,18.87,7.97,1.47,0.1,59.1
2008-10-28,38.24,18.17,7.91,1.45,0.1,61.76
2008-11-04,40.06,18.23,7.28,1.57,0.16,59.94
2008-11-11,38.83,17.77,7.24,1.57,0.37,61.17
2008-11-18,39.69,17.61,6.87,1.5,0.37,60.31
2008-11-25,40.76,18.01,6.95,1.74,0.43,59.24
2008-12-02,43.37,18.2,6.71,1.79,0.52,56.63
2008-12-09,43.49,18.33,7.28,1.87,0.64,56.51
2008-12-16,43.15,17.55,6.1,1.33,0.31,56.85
2008-12-23,42.11,17.12,5.68,1.15,0.31,57.89
2008-12-30,38.86,16.16,5.25,1.05,0.31,61.14
2009-01-06,39.27,16.15,5.01,1.02,0.31,60.73
2009-01-13,38.83,16.34,5.46,1.38,0.31,61.17
2009-01-20,38.8,16.22,5.82,1.9,0.31,61.2
2009-01-27,41.82,17.71,7.1,2.06,0.31,58.18
2009-02-03,40.77,18.27,7.98,2.41,0.49,59.23
2009-02-10,44.63,18.43,8.08,2.41,0.56,55.37
2009-02-17,42.97,17.71,7.82,2.36,0.63,57.03
2009-02-24,43.18,20.14,7.56,2.27,0.63,56.82
2009-03-03,45.95,21.55,7.32,1.92,0.71,54.05
2009-03-10,45.52,21.57,6.44,1.79,0.71,54.48
2009-03-17,45.33,20.54,6.58,1.59,0.52,54.67
2009-03-24,47.91,22.3,6.8,1.59,0.52,52.09
2009-03-31,42.33,20.73,6.71,1.82,0.52,57.67
2009-04-07,39.01,18.8,7.9,1.82,0.52,60.99
2009-04-14,38.04,17.45,7.85,1.92,0.85,61.96
2009-04-21,37.87,16.22,7.51,1.79,0.83,62.13
2009-04-28,39.11,15.35,6.78,1.71,0.72,60.89
2009-05-05,33.95,14.48,6.2,1.77,0.72,66.05
2009-05-12,31.06,14.37,6.3,2.21,1.1,68.94
2009-05-19,30.11,14.37,6.06,1.59,0.63,69.89
2009-05-26,27.57,12.52,4.78,1.28,0.5,72.43
2009-06-02,30.08,12.33,5.1,1.22,0.48,69.92
2009-06-09,30.83,12.48,5.18,1.29,0.56,69.17
2009-06-16,30.6,11.89,5.0,1.22,0.56,69.4
2009-06-23,28.1,11.35,4.56,1.14,0.61,71.9
2009-06-30,30.64,11.84,4.65,1.47,0.82,69.36
2009-07-07,32.15,12.36,5.2,1.65,1.04,67.85
2009-07-14,33.58,13.26,5.42,1.83,1.32,66.42
2009-07-21,34.78,12.75,5.76,1.82,1.21,65.22
2009-07-28,32.09,11.93,5.75,1.82,1.38,67.91
2009-08-04,30.98,11.18,5.71,2.14,1.24,69.02
2009-08-11,33.55,10.74,5.4,2.14,1.24,66.45
2009-08-18,32.05,10.82,5.45,2.15,1.33,67.95
2009-08-25,30.06,11.9,5.09,1.95,1.39,69.94
2009-09-01,29.17,11.94,5.03,1.95,1.28,70.83
2009-09-08,30.88,12.62,4.9,1.84,1.18,69.12
2009-09-15,29.38,12.32,4.69,1.17,0.25,70.62
2009-09-22,29.46,12.83,5.22,1.31,0.28,70.54
2009-09-29,31.59,12.61,5.22,1.09,0.23,68.41
2009-10-06,29.85,12.27,4.8,0.63,0.11,70.15
2009-10-13,28.39,11.95,5.81,0.54,0.11,71.61
2009-10-20,26.52,10.79,4.5,0.58,0.11,73.48
2009-10-27,23.55,10.06,3.91,0.4,0.07,76.45
2009-11-03,22.14,10.7,3.84,0.4,0.07,77.86
2009-11-10,22.79,10.94,3.82,0.33,0.07,77.21
2009-11-17,21.74,10.65,4.05,0.33,0.07,78.26
2009-11-24,23.66,11.08,4.47,0.45,0.05,76.34
2009-12-01,23.64,11.05,4.41,0.41,0.0,76.36
2009-12-08,23.67,10.86,4.41,0.34,0.0,76.33
2009-12-15,25.73,10.61,3.76,0.17,0.0,74.27
2009-12-22,25.61,10.54,3.59,0.17,0.0,74.39
2009-12-29,28.06,10.46,3.59,0.17,0.0,71.94
2010-01-05,28.06,11.16,3.59,0.17,0.0,71.94
2010-01-12,32.4,11.62,5.19,0.32,0.0,67.6
2010-01-19,32.15,11.5,4.82,0.32,0.0,67.85
2010-01-26,29.8,7.75,1.4,0.13,0.0,70.2
2010-02-02,29.11,7.21,1.23,0.02,0.0,70.89
2010-02-09,29.16,6.64,1.2,0.02,0.0,70.84
2010-02-16,30.22,7.5,1.31,0.02,0.0,69.78
2010-02-23,29.88,7.69,1.4,0.02,0.0,70.12
2010-03-02,29.49,7.52,1.37,0.03,0.01,70.51
2010-03-09,31.11,8.13,2.02,0.05,0.01,68.89
2010-03-16,29.49,7.88,1.99,0.05,0.01,70.51
2010-03-23,28.84,7.97,1.92,0.05,0.01,71.16
2010-03-30,29.22,7.63,1.75,0.05,0.01,70.78
2010-04-06,30.54,7.69,1.75,0.04,0.01,69.46
2010-04-13,33.1,7.72,1.73,0.04,0.01,66.9
2010-04-20,32.84,8.54,1.92,0.04,0.01,67.16
2010-04-27,34.11,9.0,2.26,0.04,0.01,65.89
2010-05-04,32.73,9.17,2.26,0.04,0.01,67.27
2010-05-11,32.2,9.56,2.26,0.04,0.01,67.8
2010-05-18,28.09,8.72,2.36,0.07,0.01,71.91
2010-05-25,26.48,8.14,2.14,0.2,0.01,73.52
2010-06-01,29.33,8.59,2.79,0.44,0.01,70.67
2010-06-08,24.77,8.0,2.55,0.45,0.01,75.23
2010-06-15,25.61,7.62,1.97,0.45,0.01,74.39
2010-06-22,28.68,7.86,1.78,0.45,0.01,71.32
2010-06-29,28.52,7.51,1.63,0.38,0.01,71.48
2010-07-06,27.0,6.6,1.23,0.26,0.01,73.0
2010-07-13,27.31,6.67,1.19,0.26,0.01,72.69
2010-07-20,28.92,7.03,1.23,0.26,0.01,71.08
2010-07-27,26.52,7.61,1.62,0.29,0.01,73.48
2010-08-03,24.49,6.96,1.72,0.3,0.01,75.51
2010-08-10,25.18,7.08,1.7,0.3,0.01,74.82
2010-08-17,27.08,7.19,1.47,0.18,0.01,72.92
2010-08-24,25.76,6.82,1.28,0.18,0.01,74.24
2010-08-31,29.6,8.1,1.32,0.18,0.01,70.4
2010-09-07,27.46,7.79,1.61,0.24,0.01,72.54
2010-09-14,29.43,8.73,1.94,0.24,0.01,70.57
2010-09-21,33.64,10.33,2.53,0.31,0.01,66.36
2010-09-28,38.08,11.13,2.66,0.31,0.01,61.92
2010-10-05,35.08,9.92,2.34,0.32,0.01,64.92
2010-10-12,36.48,10.58,3.59,0.49,0.01,63.52
2010-10-19,38.06,12.53,4.77,0.95,0.01,61.94
2010-10-26,34.82,12.87,5.02,1.04,0.01,65.18
2010-11-02,36.76,13.28,5.47,1.15,0.0,63.24
2010-11-09,37.88,13.89,5.44,1.17,0.0,62.12
2010-11-16,39.08,13.89,5.06,1.08,0.0,60.92
2010-11-23,38.26,14.38,5.42,0.99,0.0,61.74
2010-11-30,38.88,14.02,5.1,0.68,0.0,61.12
2010-12-07,38.81,14.97,5.88,1.1,0.0,61.19
2010-12-14,38.55,16.62,6.03,1.2,0.0,61.45
2010-12-21,37.86,19.57,7.06,1.64,0.0,62.14
2010-12-28,37.78,19.9,7.6,1.98,0.0,62.22
2011-01-04,36.57,18.23,7.13,2.17,0.0,63.43
2011-01-11,36.5,19.4,6.42,1.99,0.0,63.5
2011-01-18,37.59,19.23,6.67,1.82,0.0,62.41
2011-01-25,38.5,20.14,7.5,1.74,0.0,61.5
2011-02-01,41.65,20.2,8.86,1.34,0.0,58.35
2011-02-08,40.9,20.34,8.08,1.2,0.0,59.1
2011-02-15,41.72,20.9,8.04,1.2,0.0,58.28
2011-02-22,39.44,23.64,9.57,1.73,0.0,60.56
2011-03-01,38.73,23.44,10.43,1.92,0.0,61.27
2011-03-08,36.88,23.07,10.51,2.24,0.0,63.12
2011-03-15,35.71,21.77,10.91,2.8,0.0,64.29
2011-03-22,35.89,22.95,12.47,3.98,0.0,64.11
2011-03-29,35.0,23.6,15.24,5.36,0.0,65.0
2011-04-05,34.39,24.11,15.19,7.31,0.35,65.61
2011-04-12,34.29,23.88,15.31,7.52,0.78,65.71
2011-04-19,33.69,22.97,15.87,8.25,1.19,66.31
2011-04-26,31.68,22.29,15.46,9.07,1.39,68.32
2011-05-03,31.0,22.13,16.1,9.74,2.61,69.0
2011-05-10,31.02,22.14,17.16,10.43,4.96,68.98
2011-05-17,29.77,22.09,17.29,11.01,5.04,70.23
2011-05-24,29.22,21.34,16.93,11.24,4.69,70.78
2011-05-31,28.99,21.41,17.29,12.27,5.23,71.01
2011-06-07,31.28,22.42,17.81,13.15,6.52,68.72
2011-06-14,31.89,22.69,18.21,13.72,7.54,68.11
2011-06-21,31.6,22.83,18.68,15.04,9.89,68.4
2011-06-28,34.79,23.49,19.45,15.35,9.97,65.21
2011-07-05,34.69,24.49,19.7,15.55,9.83,65.31
2011-07-12,33.25,24.0,19.79,15.6,9.99,66.75
2011-07-19,33.95,23.76,19.4,15.06,9.11,66.05
2011-07-26,37.03,24.67,19.93,15.2,9.23,62.97
2011-08-02,39.97,27.06,21.04,15.28,9.13,60.03
2011-08-09,39.95,27.52,20.68,15.44,9.58,60.05
2011-08-16,39.84,25.97,19.59,14.51,9.05,60.16
2011-08-23,40.12,25.93,19.58,14.4,9.31,59.88
2011-08-30,40.74,27.51,20.68,15.27,9.37,59.26
2011-09-06,36.95,25.14,19.55,15.08,9.36,63.05
2011-09-13,37.92,25.86,20.16,15.49,9.81,62.08
2011-09-20,35.91,25.53,19.78,15.03,9.48,64.09
2011-09-27,36.55,24.42,19.61,14.88,9.5,63.45
2011-10-04,37.65,25.14,19.88,15.04,9.77,62.35
2011-10-11,35.4,25.54,19.96,14.31,8.15,64.6
2011-10-18,34.15,25.04,19.82,14.57,8.28,65.85
2011-10-25,34.46,25.39,20.04,14.43,7.98,65.54
2011-11-01,36.12,27.32,20.38,14.82,7.4,63.88
2011-11-08,37.05,27.8,20.08,14.63,7.34,62.95
2011-11-15,36.82,26.74,20.08,14.39,7.27,63.18
2011-11-22,36.09,26.15,19.42,13.8,6.78,63.91
2011-11-29,34.42,24.61,18.33,12.51,5.0,65.58
2011-12-06,34.14,23.63,17.63,11.55,4.01,65.86
2011-12-13,35.93,23.52,17.47,10.75,3.83,64.07
2011-12-20,35.82,23.09,16.24,9.34,3.66,64.18
2011-12-27,41.13,23.89,15.89,8.37,2.76,58.87
2012-01-03,41.53,26.73,15.78,8.51,2.77,58.47
2012-01-10,44.97,27.28,15.78,8.16,2.2,55.03
2012-01-17,47.67,27.25,15.73,8.53,2.31,52.33
2012-01-24,48.78,30.34,15.46,8.19,2.29,51.22
2012-01-31,48.75,31.73,15.44,8.03,2.66,51.25
2012-02-07,47.8,31.73,15.1,7.67,2.63,52.2
2012-02-14,48.06,31.69,15.07,7.79,2.69,51.94
2012-02-21,47.98,31.78,14.54,6.39,2.03,52.02
2012-02-28,48.17,32.38,16.36,6.39,2.09,51.83
2012-03-06,47.88,32.68,16.18,6.06,2.04,52.12
2012-03-13,48.76,33.3,17.49,6.1,2.02,51.24
2012-03-20,46.95,32.09,16.09,5.76,1.84,53.05
2012-03-27,47.25,30.09,16.27,5.63,1.8,52.75
2012-04-03,50.33,30.79,16.47,5.57,1.61,49.67
2012-04-10,50.96,32.11,16.87,5.64,1.72,49.04
2012-04-17,49.77,30.94,16.43,5.5,1.58,50.23
2012-04-24,49.75,31.05,16.73,5.58,1.55,50.25
2012-05-01,49.67,31.98,17.09,5.79,1.61,50.33
2012-05-08,46.99,30.05,16.46,5.67,1.34,53.01
2012-05-15,45.88,28.18,15.41,4.78,0.85,54.12
2012-05-22,52.17,29.58,16.31,4.98,0.8,47.83
2012-05-29,53.6,31.31,15.87,4.38,0.55,46.4
2012-06-05,53.6,32.34,15.85,3.86,0.5,46.4
2012-06-12,52.38,33.24,16.04,3.29,0.24,47.62
2012-06-19,60.58,39.12,20.32,4.35,0.24,39.42
2012-06-26,67.11,42.81,25.72,7.15,0.34,32.89
2012-07-03,70.71,46.84,28.66,8.64,0.5,29.29
2012-07-10,71.7,50.92,31.11,9.71,0.62,28.3
2012-07-17,72.38,53.18,35.33,11.32,0.83,27.62
2012-07-24,71.81,53.45,38.12,17.2,1.99,28.19
2012-07-31,71.23,52.66,38.12,18.62,2.52,28.77
2012-08-07,70.19,52.28,38.49,20.18,3.51,29.81
2012-08-14,69.81,51.71,38.1,19.8,5.23,30.19
2012-08-21,69.47,52.9,36.84,19.24,5.27,30.53
2012-08-28,69.82,52.64,35.42,19.38,5.05,30.18
2012-09-04,69.63,53.07,35.54,17.94,5.13,30.37
2012-09-11,70.52,53.7,34.98,17.64,5.2,29.48
2012-09-18,70.2,54.26,34.36,17.35,4.98,29.8
2012-09-25,68.9,54.78,35.24,17.97,5.12,31.1
2012-10-02,68.31,54.05,33.52,16.83,5.07,31.69
2012-10-09,69.01,53.18,33.39,16.86,5.17,30.99
2012-10-16,67.55,52.22,32.49,15.96,4.88,32.45
2012-10-23,67.02,51.72,32.33,16.33,4.88,32.98
2012-10-30,65.78,50.36,32.02,15.93,4.92,34.22
2012-11-06,65.52,49.8,31.85,16.19,5.16,34.48
2012-11-13,65.46,49.25,30.11,15.31,5.02,34.54
2012-11-20,66.56,50.31,31.67,15.93,5.24,33.44
2012-11-27,71.19,52.44,34.76,16.83,5.34,28.81
2012-12-04,71.35,52.24,35.32,17.25,5.43,28.65
2012-12-11,69.44,51.82,35.63,17.62,5.43,30.56
2012-12-18,69.35,51.74,35.56,18.12,5.54,30.65
2012-12-25,72.32,51.76,35.52,18.06,5.62,27.68
2013-01-01,71.44,51.45,35.18,17.82,5.64,28.56
2013-01-08,70.55,50.74,34.89,17.4,5.6,29.45
2013-01-15,69.22,49.58,33.72,16.22,5.27,30.78
2013-01-22,68.91,48.55,33.53,16.15,5.31,31.09
2013-01-29,68.87,48.59,33.99,16.19,5.32,31.13
2013-02-05,66.24,47.86,33.58,15.97,5.72,33.76
2013-02-12,64.51,46.94,31.58,14.81,5.52,35.49
2013-02-19,65.3,47.01,31.31,15.6,5.57,34.7
2013-02-26,64.91,45.63,30.42,14.18,4.55,35.09
2013-03-05,63.56,44.93,30.49,14.25,4.55,36.44
2013-03-12,62.07,43.3,29.24,13.8,4.41,37.93
2013-03-19,63.41,43.7,29.67,14.08,4.51,36.59
2013-03-26,63.24,43.51,29.45,14.09,4.26,36.76
2013-04-02,64.63,43.74,29.53,14.32,4.35,35.37
2013-04-09,62.94,42.83,29.38,13.97,2.82,37.06
2013-04-16,57.97,40.32,26.85,12.18,2.15,42.03
2013-04-23,56.74,39.92,26.56,12.31,2.17,43.26
2013-04-30,54.84,39.55,27.38,11.67,2.84,45.16
2013-05-07,55.83,40.52,27.51,11.81,3.66,44.17
2013-05-14,55.25,40.18,27.02,11.4,3.68,44.75
2013-05-21,54.59,38.85,26.06,10.56,4.13,45.41
2013-05-28,51.19,37.4,24.73,9.82,3.96,48.81
2013-06-04,49.56,37.2,23.82,9.56,4.0,50.44
2013-06-11,47.96,37.22,23.77,9.49,3.92,52.04
2013-06-18,48.13,37.76,25.11,10.54,3.66,51.87
2013-06-25,50.6,38.12,26.79,10.98,3.65,49.4
2013-07-02,50.61,39.29,27.54,11.34,3.91,49.39
2013-07-09,51.86,39.96,28.1,11.57,3.9,48.14
2013-07-16,53.55,41.02,28.66,11.15,3.63,46.45
2013-07-23,57.53,42.26,28.2,10.48,3.2,42.47
2013-07-30,56.64,41.5,27.42,9.87,2.65,43.36
2013-08-06,56.78,41.38,27.32,10.01,2.32,43.22
2013-08-13,56.69,41.56,26.7,9.84,1.7,43.31
2013-08-20,58.92,42.65,28.08,8.81,1.1,41.08
2013-08-27,60.9,46.35,29.03,8.81,1.1,39.1
2013-09-03,59.67,45.31,27.89,8.24,1.05,40.33
2013-09-10,61.37,45.84,28.64,8.48,1.04,38.63
2013-09-17,59.15,43.15,24.25,5.73,0.36,40.85
2013-09-24,57.36,40.88,21.72,3.62,0.26,42.64
2013-10-01,55.79,37.21,17.33,2.56,0.24,44.21
2013-10-08,53.56,35.02,16.41,2.44,0.24,46.44
2013-10-15,51.05,33.45,15.18,2.31,0.24,48.95
2013-10-22,51.21,32.03,15.18,2.36,0.25,48.79
2013-10-29,51.97,31.77,15.13,2.37,0.25,48.03
2013-11-05,51.35,29.72,14.61,2.45,0.28,48.65
2013-11-12,52.11,29.33,14.46,2.49,0.28,47.89
2013-11-19,52.92,28.04,14.5,3.27,0.31,47.08
2013-11-26,50.77,26.47,13.81,3.18,0.32,49.23
2013-12-03,48.89,25.72,13.82,3.2,0.32,51.11
2013-12-10,48.92,25.47,13.71,3.19,0.32,51.08
2013-12-17,49.84,26.48,13.93,3.26,0.34,50.16
2013-12-24,46.97,26.15,13.94,3.34,0.31,53.03
2013-12-31,45.8,26.02,13.96,3.31,0.31,54.2
2014-01-07,47.11,27.9,14.34,3.46,0.31,52.89
2014-01-14,46.03,28.88,15.94,5.36,0.31,53.97
2014-01-21,46.7,28.91,15.94,5.36,0.31,53.3
2014-01-28,49.11,30.63,17.38,6.05,0.7,50.89
2014-02-04,49.36,31.35,17.42,6.16,0.74,50.64
2014-02-11,48.45,31.52,17.89,5.74,0.74,51.55
2014-02-18,46.56,29.96,17.77,6.06,0.95,53.44
2014-02-25,47.31,30.25,18.0,6.39,1.47,52.69
2014-03-04,46.78,30.05,18.02,6.19,1.32,53.22
2014-03-11,46.04,29.96,18.14,6.43,1.39,53.96
2014-03-18,43.53,31.34,18.61,7.07,1.37,56.47
2014-03-25,43.93,32.0,19.29,8.1,1.75,56.07
2014-04-01,44.69,32.09,20.16,8.19,1.82,55.31
2014-04-08,42.01,31.74,20.24,8.25,2.11,57.99
2014-04-15,40.96,31.65,21.06,8.44,2.36,59.04
2014-04-22,42.39,32.11,21.89,9.59,2.73,57.61
2014-04-29,41.3,32.11,22.36,10.66,3.24,58.7
2014-05-06,42.85,33.47,23.68,12.11,3.72,57.15
2014-05-13,41.27,31.82,23.43,11.7,3.73,58.73
2014-05-20,40.34,31.85,23.64,12.09,4.17,59.66
2014-05-27,40.53,31.69,23.16,11.4,2.8,59.47
2014-06-03,43.57,31.18,22.79,11.06,2.53,56.43
2014-06-10,42.05,30.2,21.7,10.17,2.24,57.95
2014-06-17,41.36,29.7,21.25,9.72,2.62,58.64
2014-06-24,41.42,29.27,20.74,9.38,2.43,58.58
2014-07-01,37.19,28.42,20.89,10.01,2.49,62.81
2014-07-08,38.09,28.63,20.84,10.04,2.45,61.91
2014-07-15,38.02,28.55,20.15,9.92,2.39,61.98
2014-07-22,38.7,28.1,19.93,9.4,2.33,61.3
2014-07-29,39.8,28.47,19.02,8.86,3.26,60.2
2014-08-05,39.81,28.36,18.54,8.52,3.21,60.19
2014-08-12,39.46,28.09,18.41,8.55,3.17,60.54
2014-08-19,40.2,28.05,18.07,8.45,3.18,59.8
2014-08-26,39.93,28.3,18.01,8.42,3.18,60.07
2014-09-02,39.16,27.4,17.49,8.28,3.18,60.84
2014-09-09,38.54,26.13,16.97,7.91,3.09,61.46
2014-09-16,37.87,26.0,16.67,7.79,3.11,62.13
2014-09-23,38.19,25.59,15.37,7.74,3.11,61.81
2014-09-30,40.11,25.55,15.59,7.87,3.22,59.89
2014-10-07,39.35,25.5,15.59,7.9,3.24,60.65
2014-10-14,37.17,24.89,15.15,7.77,3.24,62.83
2014-10-21,36.66,24.9,15.07,7.59,3.24,63.34
2014-10-28,36.36,24.74,15.05,7.66,3.33,63.64
2014-11-04,37.84,24.95,14.79,7.44,3.18,62.16
2014-11-11,39.11,24.73,14.43,7.37,3.17,60.89
2014-11-18,39.46,24.61,14.32,7.37,3.17,60.54
2014-11-25,39.51,24.16,14.05,7.29,3.07,60.49
2014-12-02,39.92,24.35,14.12,7.36,3.07,60.08
2014-12-09,40.73,24.94,14.28,7.47,3.09,59.27
2014-12-16,41.59,25.11,14.43,7.39,2.08,58.41
2014-12-23,42.01,25.04,14.36,7.39,2.11,57.99
2014-12-30,39.16,23.97,14.14,7.49,2.12,60.84
2015-01-06,37.02,23.48,14.0,7.39,2.07,62.98
2015-01-13,37.41,23.37,13.91,7.4,2.42,62.59
2015-01-20,38.95,23.63,14.18,7.42,2.43,61.05
2015-01-27,43.39,23.97,14.06,7.48,2.63,56.61
2015-02-03,41.66,23.85,13.41,7.41,2.61,58.34
2015-02-10,44.03,24.32,13.52,7.09,2.73,55.97
2015-02-17,50.42,26.93,13.74,7.19,2.81,49.58
2015-02-24,49.89,27.52,13.72,7.37,2.76,50.11
2015-03-03,49.45,26.73,13.08,7.05,2.68,50.55
2015-03-10,49.02,26.45,13.14,7.01,2.65,50.98
2015-03-17,50.11,29.06,13.57,7.2,2.65,49.89
2015-03-24,51.32,28.93,14.18,7.36,2.79,48.68
2015-03-31,53.96,30.83,15.54,7.49,2.79,46.04
2015-04-07,54.97,30.89,16.01,7.64,3.03,45.03
2015-04-14,53.1,31.34,15.99,7.6,2.97,46.9
2015-04-21,48.62,31.06,15.85,7.16,2.97,51.38
2015-04-28,48.51,31.3,16.74,6.77,2.85,51.49
2015-05-05,50.62,31.61,17.01,6.57,2.83,49.38
2015-05-12,50.68,28.97,14.77,6.01,2.62,49.32
2015-05-19,47.64,26.4,12.67,5.8,2.62,52.36
2015-05-26,46.42,22.07,11.86,5.8,2.62,53.58
2015-06-02,41.79,20.59,11.86,5.93,2.62,58.21
2015-06-09,39.13,19.52,11.46,5.77,2.56,60.87
2015-06-16,40.9,20.67,11.39,5.65,2.39,59.1
2015-06-23,43.04,21.97,11.96,5.65,2.39,56.96
2015-06-30,41.71,23.25,13.0,5.65,2.39,58.29
2015-07-07,40.52,24.59,14.35,6.24,2.39,59.48
2015-07-14,39.4,25.12,14.64,6.25,2.36,60.6
2015-07-21,39.4,24.91,14.01,6.25,2.36,60.6
2015-07-28,44.19,24.82,14.38,7.36,2.36,55.81
2015-08-04,47.02,26.02,14.62,7.37,2.36,52.98
2015-08-11,48.34,27.52,14.98,7.69,2.51,51.66
2015-08-18,49.49,27.92,15.26,7.88,2.51,50.51
2015-08-25,49.22,27.98,15.15,9.18,2.51,50.78
2015-09-01,49.88,28.4,15.69,8.98,2.51,50.12
2015-09-08,52.0,28.15,16.44,9.14,2.51,48.0
2015-09-15,52.48,28.0,16.4,9.35,2.51,47.52
2015-09-22,52.75,26.93,16.57,9.5,2.51,47.25
2015-09-29,52.99,26.82,16.82,9.58,2.51,47.01
2015-10-06,46.92,26.43,17.96,10.06,2.56,53.08
2015-10-13,48.7,27.3,18.84,11.08,2.73,51.3
2015-10-20,53.03,29.1,19.44,12.06,3.14,46.97
2015-10-27,48.67,25.33,14.41,8.65,2.51,51.33
2015-11-03,43.98,21.9,12.94,7.39,2.27,56.02
2015-11-10,41.46,21.07,12.76,7.08,2.26,58.54
2015-11-17,40.21,19.08,12.45,7.08,2.26,59.79
2015-11-24,35.88,18.34,12.41,7.04,2.26,64.12
2015-12-01,32.41,17.23,12.28,6.98,2.26,67.59
2015-12-08,31.13,16.88,12.0,6.67,2.26,68.87
2015-12-15,30.68,16.42,10.97,5.51,2.26,69.32
2015-12-22,30.0,16.18,10.58,5.51,2.26,70.0
2015-12-29,29.36,15.7,9.67,5.25,2.26,70.64
2016-01-05,28.07,15.42,8.39,4.32,2.26,71.93
2016-01-12,26.49,14.49,8.35,4.32,2.16,73.51
2016-01-19,25.9,13.74,7.13,4.05,2.02,74.1
2016-01-26,25.28,13.0,7.13,3.86,1.91,74.72
2016-02-02,26.05,13.01,7.06,3.86,1.88,73.95
2016-02-09,26.27,12.59,6.57,3.56,1.83,73.73
2016-02-16,28.83,12.7,6.47,3.41,1.83,71.17
2016-02-23,26.85,12.32,6.5,3.39,1.83,73.15
2016-03-01,28.59,12.07,6.51,3.39,1.83,71.41
2016-03-08,31.46,10.53,6.21,3.39,1.83,68.54
2016-03-15,30.79,10.53,5.43,3.14,1.56,69.21
2016-03-22,31.84,12.09,5.11,3.14,1.56,68.16
2016-03-29,35.31,12.76,4.92,3.14,1.56,64.69
2016-04-05,34.44,14.12,5.06,3.14,1.43,65.56
2016-04-12,36.62,14.98,5.19,3.14,1.43,63.38
2016-04-19,36.67,13.04,5.04,2.88,0.92,63.33
2016-04-26,36.98,12.99,5.0,2.88,0.92,63.02
2016-05-03,32.14,12.27,4.64,2.88,0.92,67.86
2016-05-10,29.24,12.3,4.49,2.83,0.92,70.76
2016-05-17,28.01,11.7,4.07,2.06,0.92,71.99
2016-05-24,28.83,11.47,3.68,2.06,0.92,71.17
2016-05-31,29.38,10.74,3.56,2.06,0.92,70.62
2016-06-07,31.88,11.15,3.8,2.06,0.92,68.12
2016-06-14,35.45,11.59,4.0,1.89,0.92,64.55
2016-06-21,38.95,12.45,4.24,1.89,0.92,61.05
2016-06-28,40.76,13.6,4.56,1.97,0.92,59.24
2016-07-05,40.69,14.89,5.05,2.1,0.92,59.31
2016-07-12,40.82,14.82,5.18,2.15,0.92,59.18
2016-07-19,44.54,15.74,5.68,2.39,0.92,55.46
2016-07-26,46.14,17.38,5.97,2.44,0.92,53.86
2016-08-02,45.45,17.67,6.09,2.41,0.92,54.55
2016-08-09,46.21,18.23,6.85,2.36,0.92,53.79
2016-08-16,42.54,16.62,6.44,2.43,0.92,57.46
2016-08-23,37.98,16.25,6.19,2.26,0.92,62.02
2016-08-30,37.7,16.31,6.07,2.26,0.92,62.3
2016-09-06,36.94,15.96,6.14,2.28,0.92,63.06
2016-09-13,36.95,15.33,6.45,2.39,0.92,63.05
2016-09-20,37.65,15.73,6.48,2.46,0.92,62.35
2016-09-27,38.79,15.84,6.77,2.67,0.97,61.21
2016-10-04,36.63,16.24,6.99,2.63,0.98,63.37
2016-10-11,37.29,16.82,7.25,2.88,1.05,62.71
2016-10-18,38.77,18.47,8.07,3.23,1.09,61.23
2016-10-25,38.74,19.99,8.56,3.41,1.29,61.26
2016-11-01,41.58,22.39,9.15,4.06,1.43,58.42
2016-11-08,42.37,22.86,9.51,4.14,1.59,57.63
2016-11-15,44.95,25.18,12.07,5.35,1.97,55.05
2016-11-22,47.46,26.02,14.26,6.9,2.28,52.54
2016-11-29,48.55,26.29,13.87,7.23,2.24,51.45
2016-12-06,47.3,25.4,11.68,4.43,1.66,52.7
2016-12-13,46.79,24.93,10.78,4.2,1.66,53.21
2016-12-20,47.25,23.53,8.85,3.82,1.58,52.75
2016-12-27,43.91,20.09,8.43,3.78,1.51,56.09
2017-01-03,40.29,18.83,7.21,2.63,0.8,59.71
2017-01-10,36.57,17.4,6.65,2.18,0.09,63.43
2017-01-17,34.77,16.09,5.66,2.0,0.09,65.23
2017-01-24,28.95,13.47,3.72,0.37,0.0,71.05
2017-01-31,28.25,12.15,3.2,0.34,0.0,71.75
2017-02-07,27.44,11.92,2.84,0.29,0.0,72.56
2017-02-14,28.01,11.32,2.65,0.29,0.0,71.99
2017-02-21,31.57,11.52,2.77,0.28,0.0,68.43
2017-02-28,33.97,11.77,3.07,0.41,0.0,66.03
2017-03-07,32.56,12.49,3.34,0.45,0.0,67.44
2017-03-14,31.77,12.74,3.3,0.41,0.0,68.23
2017-03-21,35.44,13.39,3.12,0.36,0.0,64.56
2017-03-28,34.88,11.91,2.39,0.17,0.0,65.12
